"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Ag.UNKN.2109.0_CDS_s_at",0.081244875244485,3.35142317935655,1.01435132114515,0.323314047973614,0.997469446747738,-4.87843337616297
"Pf.12.28.0_CDS_at",-0.059714452328965,11.9674762696018,-1.0141866622448,0.323390550253539,0.997469446747738,-4.87855472977372
"Pf.6.40.0_CDS_at",0.236172724483543,4.4612058286115,1.01415087588571,0.323407178665067,0.997469446747738,-4.87858110205907
"Pf.6.54.0_CDS_at",-0.0664304013347707,9.59347282476883,-1.01403237483583,0.32346224540605,0.997469446747738,-4.87866842408027
"AF441846.1_s_at",0.21229228865206,9.04004173671285,1.01397859100019,0.323487240618354,0.997469446747738,-4.87870805383058
"Pf.11.61.0_CDS_at",-0.0903952128358596,8.56032472383611,-1.01391872556166,0.323515063763092,0.997469446747738,-4.87875216256644
"Ag.2L.2198.0_CDS_at",-0.0563606751978689,3.05439994702327,-1.0136827636394,0.323624746179509,0.997469446747738,-4.87892599682951
"Ag.X.129.3_CDS_a_at",0.0710969373761132,3.94328474282249,1.01359502796408,0.323665535123572,0.997469446747738,-4.87899062316032
"Ag.2L.1902.0_CDS_at",-0.0519078608408889,3.14599480619006,-1.01358016696688,0.323672444466403,0.997469446747738,-4.87900156932939
"Pf.8.100.0_CDS_at",0.0558442877124524,2.54468496708244,1.01328737787574,0.323808592475961,0.997469446747738,-4.87921720066807
"Ag.2L.2027.0_CDS_at",-0.0601043328191688,3.04008387900655,-1.01327561333405,0.32381406387441,0.997469446747738,-4.8792258638085
"Pf.12.142.0_CDS_at",-0.0721964333855143,5.41833965099868,-1.01307996110411,0.323905066454736,0.997469446747738,-4.8793699248525
"Ag.X.615.0_CDS_at",-0.0528826904846013,2.95596411802843,-1.01299932218368,0.323942578808094,0.997469446747738,-4.87942929321286
"Ag.2R.5083.0_s_at",0.0509120616485629,2.76411195481535,1.01295656990758,0.323962467945753,0.997469446747738,-4.87946076682801
"Ag.2L.2252.0_CDS_at",0.0483861686675766,3.14645345636473,1.0128881276874,0.323994310304255,0.997469446747738,-4.87951115061245
"Ag.2R.4802.0_at",0.0673625841106646,3.2032055185187,1.01285563508343,0.324009428077505,0.997469446747738,-4.8795350690292
