"","GSM253220.CEL.gz","GSM253221.CEL.gz","GSM253222.CEL.gz","GSM253223.CEL.gz","GSM253224.CEL.gz","GSM253225.CEL.gz","GSM253226.CEL.gz","GSM253227.CEL.gz","GSM253228.CEL.gz","GSM253229.CEL.gz","GSM253230.CEL.gz","GSM253231.CEL.gz","GSM253232.CEL.gz","GSM253233.CEL.gz","GSM253234.CEL.gz","GSM253235.CEL.gz","GSM253236.CEL.gz","GSM253237.CEL.gz"
"Pf.8.49.0_CDS_at",7.81329165504366,7.80057875813259,7.90534756594053,7.0664792649557,8.12468017264025,7.96646315390458,8.26785092238494,8.43959033553597,8.88805527276879,7.94938167362839,8.63499642783564,8.90538643235114,8.56320645764934,8.29263469401501,9.13219757174001,8.12972269212512,9.48224060022022,9.50067383740984
"Pf.12.326.0_CDS_at",9.06542767123542,9.18367490244868,9.07789156604838,9.03311539819234,9.08302143468643,8.96042720578965,8.01175300412163,7.80702094227763,8.38306984461438,6.84537319846455,8.34298145635531,7.82033384762354,8.62476237665885,8.86655298750128,9.05004497134579,8.98527028274916,9.07942665050321,8.73241711366438
"Pf.10.382.0_CDS_at",6.57650523930521,6.82654778125853,6.84313272843362,6.63078096513986,6.68042167082175,6.61939434830608,7.51600416422499,7.63768535917062,7.74094516076872,7.55829773998558,7.71690335879908,7.72740173463771,8.55076133294796,7.93829130025271,8.11367491635896,7.83569127322088,8.1130710792539,8.14965068190935
"Pf.6.1.0_CDS_at",8.26378817279806,7.56218017288837,7.73580068075715,7.9655342643375,7.47894369524849,7.45930869061953,8.2426150147477,8.39373235754989,8.48129837551229,7.76304989594479,8.44871765742784,8.46928688574358,9.26580867959837,9.21503065618571,9.27915583277293,9.05899318373011,8.80579528913616,9.01833698872372
"Pf.14.224.0_CDS_at",3.55104780693035,3.41575986680911,3.4205089847633,3.30672397527908,3.21708754819874,3.02336078048129,3.76827304461678,3.7379079709065,3.75221138692228,3.30427620240167,3.72329955949744,3.71099621827221,5.1675853305604,4.89921363091478,4.31787931403017,4.82611587774007,4.0802913312304,4.50177442945464
"Pf.8.71.0_CDS_at",6.13992066128578,6.12950340703987,6.00822116137443,5.27224846238886,6.32918870268495,5.95339694508045,6.858615475946,6.39092413433382,6.62937773850172,6.81891398534779,6.54463835902098,6.77756202000116,7.01185009386495,5.2167442766233,6.49878086230523,6.25315361426668,6.95219974803957,7.88300161502936
"Pf.4.40.0_CDS_at",6.04837681380843,5.8883246544226,6.45006043867644,5.97219125939075,6.35640727867097,6.32387348992393,5.7867831345854,5.47733540804681,5.83578152472859,5.22316527693841,5.62349002657804,5.92435627357099,5.28244794812662,4.07814162533854,4.54575632183338,4.98424972214156,5.23437272227066,5.78488312851554
"Pf.8.235.0_CDS_at",4.91030115695981,5.03142858338177,4.6390756005332,4.73453232715581,4.45864891576007,4.75591404362646,5.37299385551846,5.06558535310032,5.13259438438925,4.70831773125833,5.03436499791597,5.17031592169057,6.62821935294018,6.04738301479387,6.18490918006339,6.18251085626811,5.34201472491875,5.80539706854049
"Pf.10.174.0_CDS_at",3.16252514979795,3.60154692766461,3.75290449848922,3.50187603574696,3.09150510371311,3.51321363607582,3.79383620024361,3.76827304461678,3.80937363970941,3.67207318962578,3.7878080437383,3.8150514308179,6.0333826162829,4.03725336009375,4.10529147678585,4.22805625561503,4.13314820156195,4.2459698125092
"Pf.6.34.0_CDS_at",7.60635101388177,7.036898590515,7.13911860016762,6.75433571690723,7.42039651508262,7.1247007751787,8.25873588083854,8.23385673722634,8.00938383375189,8.11892828113587,7.86445700306682,8.29748493988692,8.68001071755389,7.43233820433271,8.14145251663957,8.21815617670878,8.7107038479976,8.87766919776267
"Pf.10.366.0_CDS_at",5.30756072027147,5.29275004116092,5.34153061220016,5.22226651491601,5.43821366871015,5.15799114095477,5.77643227513608,5.98908952605653,6.10748771500266,5.39138037319521,5.6545775415303,6.1147819443595,6.92376921442587,6.20197466529053,6.86574833793803,6.23896110439529,6.74149688011357,6.91789288006498
"Pf.5.230.0_CDS_at",8.1757748341176,8.21641485049786,7.85871642186382,8.31601177252008,8.31501987013202,7.95001851359497,7.49113900464986,7.33236441168944,7.37826579945364,7.42776849747208,7.44536825869205,7.36360465172343,7.19750565707939,6.12016547964327,6.46876164493583,7.08752981703891,6.85104308669423,6.94866602496012
"Pf.7.1.0_CDS_x_at",12.999274668777,13.3439662259044,13.401506670707,12.5927033563304,13.5029600191548,13.421995663725,12.9616462638123,12.9713352592931,13.5819707095127,11.0160286846285,13.1129518839481,13.0868041253225,12.8124788096115,13.1176715852653,13.8769144971314,13.225464381671,13.5466974875003,13.7372096537406
"Pf.11.68.0_CDS_at",6.83099595494836,6.66053786762806,7.10315974216944,6.00028723467725,6.93712183340599,6.90550934791089,7.88914818206496,8.10477104320869,7.91314267659217,7.87358281706128,7.73502803259409,8.07846122903321,7.91686077751063,7.22313865726987,7.55550131352801,7.72688035161641,8.31877399207827,7.9007811994954
"Pf.12.337.0_CDS_at",5.8949662493544,5.38412933049928,5.38498298844465,5.02049871889062,5.96385101700235,5.25253792207734,5.18403283098182,5.024852698793,5.13123349133398,5.21501796615922,4.75190153640419,5.21756284507224,4.57140124092116,3.58172771453453,3.74375696444644,4.35430516693869,4.93629153771991,5.28398885222267
"Pf.14.757.0_CDS_at",7.51539975352472,7.31427417046191,7.18377282012232,7.32933468442412,7.28264190049338,7.39330460689518,6.35609459668819,6.14272272520498,6.42736461033695,4.96280811451432,6.57263320292518,6.25806394924803,6.5169273487595,6.34738053515151,6.33081071625359,6.74973934406349,6.55468325390618,6.88718570744925
"AF465508.1_s_at",4.83427190332595,4.79298490615547,4.24397827141793,4.3721125418008,4.80014196638551,4.65505996686458,3.83393334035703,3.82279663828706,3.63562879755802,3.75341239297329,3.68208000998247,3.62710148875773,5.18560612468756,2.72645141314329,4.02299801084744,3.42675459626036,4.32311390328799,4.55172276143254
"Pf.1.101.0_CDS_at",6.62883004400665,6.69988180259771,7.09035550690364,6.5677746263303,6.97806135283222,7.01198749798573,5.93964967943572,5.78308373361747,6.29077476601162,4.99986747908578,5.99427344825513,6.0735650136176,5.44843258693101,5.29403197761651,5.6899846747414,5.4270391172511,6.05280068747947,6.21264380789515
"204848_x_at",3.39418222450562,3.71791226070577,3.59850901113207,3.46749429580391,3.70101512247283,3.33333698463551,5.23220924365201,4.9692659611453,4.63871629343735,4.20994863223117,4.81817299020958,5.02242327974343,3.57835104125267,3.97060326386923,3.66939314753793,3.70161921195915,3.66472974527406,3.97104677362403
"Pf.8.23.0_CDS_at",6.51129014925575,6.66432787711405,6.50554051399115,6.48612216232894,6.39838654562315,6.40255011921763,6.93451120116392,6.85041731616919,6.89479206301135,6.77438252742153,6.82835778416674,7.1129105057063,8.17653528322777,7.93885952901213,7.88266194476319,7.72666351268903,7.78432911427116,7.86661442779955
"AFFX-r2-Bs-dap-M_at",9.16001202694758,8.84857005421094,8.74754701736564,9.13727092149778,8.60647082875465,8.82327827804034,8.48170296958147,7.97179441789213,8.79015733638689,6.62208515304385,8.78234989211742,8.33492683334797,9.19855315051724,8.70760297798282,9.10934136020381,9.11605898308996,9.11227427542043,9.16718703264506
"Pf.10.330.0_CDS_at",5.6545749717005,5.59555242934873,5.45483904957613,5.60695762827919,5.50258371530595,5.51328038097287,5.7597688100069,5.68221654298009,5.66655805353854,5.50702171154353,5.81819006394084,5.57112260142008,7.62906919787937,6.34446147853814,6.90538784133663,6.61253331978528,6.03992349904132,6.7475679703361
"Pf.10.319.0_CDS_at",4.22445458271343,3.10569916808574,4.41826817251529,3.69163520077197,3.75369554041287,3.77467064361089,2.4711855643018,2.62229214721632,2.7895816064258,2.50548372143212,2.72301691224585,2.6633797689653,2.74497197171604,2.57360797301453,2.69803127012834,2.7528649168957,2.71437346742218,2.99373876441771
"Pf.5.218.0_CDS_at",6.07943522702201,5.80500994369009,6.02532642527093,5.45611330892703,5.34456104058862,5.99964899790737,4.79627213668965,4.80473255502547,4.80422568272891,4.39520567197256,4.85739656587473,4.80147410909538,5.05079106117203,4.01801914854413,4.37835980894727,5.07065027734429,5.47896198171144,5.78780781766045
"Pf.4.233.0_CDS_at",6.25564074624869,5.26313639358096,4.76824204932688,4.81970543457,5.22869496573992,5.9628515599416,6.18087192952055,5.41222477815796,6.35061038698774,4.71862177608279,5.90538189689776,5.81353170684189,5.75686834585164,4.71307559848557,5.61460959283336,5.99224305084277,6.55810057734397,6.37893484363798
"Pf.13_1.307.1_a_at",8.10037445011557,8.10738213480024,8.00716593766215,7.99874457262819,8.02919117890894,8.00649166787054,8.76916366292853,8.73435916961747,8.85157182040092,8.23681330892025,8.59701785271154,8.66724590185101,9.55634900179601,9.47362687398263,9.56625091830749,9.39017735717661,9.17780119033439,9.56829077887082
"Pf.9.138.0_CDS_at",7.14822741961847,6.82262695129335,6.41380901915318,7.01397414985658,6.88927154677378,6.67524646352266,6.10547707143533,5.50118571886022,6.07091100161965,6.27577271578978,5.66366293758378,6.2983181045995,5.72101452391862,5.06495763216429,5.22738356089849,5.65457722423855,5.75896473618064,6.07660243768782
"Pf.6.181.0_CDS_at",8.37201910720028,8.25378628013751,8.09620362558607,8.42554673618074,8.1382100621708,8.32196619960178,7.91276814702427,7.08595778291965,7.50973924888898,6.20536560598686,7.09006439892599,7.56297260360784,8.68754136853483,8.03716491483735,8.24288539656884,8.01524279317817,8.37536757443496,8.12281706640089
"Pf.11.257.0_CDS_s_at",5.36576590794537,3.771352357248,4.97722176714474,4.4694064136227,5.13551909225825,4.57218498628276,5.3018084002775,3.86364789327692,4.88457002114979,3.7053527459959,4.2241166765598,5.2172710785466,5.00140255107086,3.61518739917612,4.9005475752173,4.43411451381699,5.32260238540011,5.2800353675362
"Pf.13_1.518.0_CDS_at",5.59920155195027,4.67346808641621,4.9543762263484,4.54121912902837,5.0173909551676,4.75094773490775,4.41888623938022,4.14226213818522,4.28492025074522,3.82863216092909,4.1716174212441,4.23087943921664,3.39672679933743,3.43186153077382,3.40000779787123,3.8027796349793,3.75752213765324,3.95382714779495
"Pf.3.38.0_CDS_at",5.83665169178,5.88150570722997,5.77886268829398,5.66603393821192,5.53879716751456,5.66439489482212,6.92822463990588,6.45202703860204,6.48848507203061,6.37853396337241,6.31532728131841,6.63402927405351,7.68145538103696,6.16510652145261,7.01179003895104,6.85759058779114,7.02210051135983,7.08900255610811
"Pf.5.161.0_CDS_x_at",7.55720908274653,7.75227801271559,7.58236464310572,7.39772420919198,7.6330540235065,7.71869175725441,7.02130556682978,6.71930757430176,7.0854558523833,6.12544456311927,7.07736623005927,6.89090124981218,8.16908423623753,7.61285598665585,7.90761924468802,8.24287826731204,8.14955324002578,8.49536421822562
"Pf.13_1.636.0_CDS_at",7.56357594809099,7.99801617893143,7.66059484402775,7.68198900442949,7.34907427335243,8.0891464378691,8.44191555378553,8.40399159011828,8.3414928918912,7.9001844590968,8.69034177011198,8.34462675524723,9.09568706283177,9.08322323823877,9.31305176643114,9.13320212028315,8.86833775894652,8.83522952752553
"Pf.13_1.242.0_CDS_at",8.22166428058817,7.99344317205949,8.20383463354558,7.67887803927033,7.83652880633627,7.93623668256115,7.96325955846355,7.60365319126574,7.99572949542939,6.53484127842737,7.65260317809065,8.11788712303671,7.57267368686224,5.89489164689448,7.16819714380905,7.33986927035491,7.69928386820622,8.09037401995725
"Pf.13_1.7.0_CDS_at",6.28382427132155,5.45721668262586,4.88962847047835,5.42541321671814,6.32529544482534,5.55694316177197,5.50456162923303,4.86199357431439,5.25246391176207,5.43228580932327,5.21902024217026,5.37237273625277,5.35393621909914,3.7991756772172,4.21799072945906,5.09573508723705,4.94819144887915,5.51914178814606
"Pf.5.217.0_CDS_at",5.49968631704492,4.92948057028323,5.09654315545938,4.57960534126746,4.96588828856907,5.34185897403283,4.14283354539084,3.76691938089917,4.04840261697674,3.6053295864166,3.81946165619196,4.17612662087422,4.88321445887558,3.88937326634707,4.70467078567444,4.67194519983501,4.80050649749547,5.42590684453306
"Pf.14.428.0_CDS_at",8.0056580743831,8.06907588458314,8.04460347537937,7.73335495279726,8.19382478855418,8.10791167820241,7.78853766649387,7.51674499431215,7.830875629789,7.32430899690795,7.69187370595297,7.82061993660257,6.98433428392636,6.16147034910674,6.30865789457567,6.78803645032499,7.48613837914152,7.67991538368792
"Pf.14.647.0_CDS_at",9.14470439358617,9.76521912499741,9.76339959548726,8.93642725769055,9.8302720461163,9.87052342951358,8.85391805921332,8.8752003435746,9.45143891375268,7.45650372268622,9.10428782043972,9.21367442191753,8.33688820155496,8.50260929361655,9.13495384021655,8.68662932157322,8.99850697325958,9.30472781147028
"Pf.6.154.0_CDS_at",6.52850182633571,6.01722313788121,6.21885155121404,5.79199061945975,6.64972870293655,6.58340250369687,6.24210380724277,6.28444153589554,6.19577002691243,6.05761538952427,6.22936830408768,6.33740698089268,5.83725351542209,4.08807597668299,5.14954397857031,5.62076067531782,5.72197155466624,5.79059456825998
"Pf.11.426.0_CDS_at",7.19767005769095,6.50674617239168,7.07151150662169,6.96526305073249,6.95209368729404,6.8473895093605,6.3644498642066,6.25767519084093,6.30795373145888,5.28011432673929,6.02401474060204,6.07955429605305,7.67313819191292,6.94384105788576,7.27375862081486,7.28742778893166,7.29675451737774,7.18397143155072
"Pf.10.235.0_CDS_at",8.9753240435289,8.63126613283192,8.70350497441175,8.83460100425199,8.42453486169991,8.68115496034014,9.49257847830987,9.30371354676935,9.62202556398373,9.00319205853072,9.57299623694825,9.36155967415514,10.0405115318004,9.95060476315313,10.3359989226336,10.0578159301393,9.93519402749323,10.1166144271787
"Pf.8.127.0_CDS_at",4.79557692354384,4.01096774306241,3.88151713139339,3.57043010357949,4.61840577771538,4.13818763813,4.08947741434365,4.04838334566258,4.5740548591232,3.89601235788174,3.5510464197315,4.02197406067475,5.74739133110355,4.48415651628049,5.12175809707113,4.59076597793742,4.95112334892965,5.23015655945689
"AF115767.1_at",3.50080566685215,4.25887790032678,4.19422901886329,3.1696205065016,4.52999875913849,4.52728521974177,3.52271015338007,2.89684125408024,4.33359971677525,3.17120136030595,3.57702703157361,3.96820207901083,2.23174208198678,3.48699048627663,3.71758829209937,3.74742321630874,3.89139294191613,4.04940991380067
"AFFX-r2-Bs-thr-3_s_at",9.08358374712942,8.85181512689489,8.66461334060317,9.03246029721153,8.70566351818262,8.57865302180398,8.01016296555783,8.09317069763835,8.48213278957808,6.5146712295273,8.69484558837244,8.15576589191366,8.93829931903161,8.59003298028897,8.91948585993356,8.94530851472794,8.88826541343134,8.68662409587241
"Pf.2.16.0_CDS_at",9.02365435727496,9.03707590502549,9.05061364353402,9.05634621117874,8.48145007448594,8.87233772292389,9.65942845911739,9.6326576030917,9.58149670819658,9.26029032490965,9.65196638353475,9.61379300599877,10.5272025526055,10.2504072486013,10.3494485945604,10.3228897259417,10.1533711367315,9.95356754879653
"Pf.14.788.0_at",3.59137516515505,3.75455647390116,3.51717106041955,3.66232654311723,4.27730684767462,4.00030778395639,4.59281846383947,3.76348963354133,4.62433513868958,3.85014013534556,4.56040315729513,4.03787686291026,4.50443390771026,4.72914954117137,4.77895235260981,4.84052672305041,5.22002579661724,5.57304112401428
"Pf.12.588.0_at",6.62996340641435,6.55193832108259,6.10934595692656,6.11911906948541,6.454452246877,6.75780187409031,5.71447874165176,5.25790437186189,6.10476019375264,4.26316384938741,5.71305664870476,5.78479499835523,6.22816978298706,5.64492840094478,6.00105025713848,6.09285518755117,5.68773199011788,6.52313300442764
"Pf.12.465.0_CDS_at",7.03309493864091,6.93323238141367,6.79718625554335,7.00460418557188,6.68355106511159,7.08624897323245,7.18074940300509,6.7086929981678,6.93345382474341,6.43326956004507,6.76433002777422,6.92248982050142,8.5510644543257,7.77236520028052,7.98567842279161,8.09518035893009,7.52111091258628,7.85580325032011
"Pf.3.94.0_CDS_at",7.68071763935428,7.38427604959841,7.50188446148795,7.4620419342951,7.381293060261,7.04865577404457,7.93890569919065,7.87200326729468,8.02199462842919,7.0568589554372,7.57992309946389,7.88864686430402,8.98177608030504,8.39923603385843,8.43831513165485,8.58914396236979,8.5979812148514,8.70037942764077
"Pf.13_1.319.0_CDS_a_at",9.21134192516,9.08897553096397,9.12270109547125,9.26763493194588,9.41658703061859,9.17603090558097,8.47916981266824,8.41931560906379,8.35748020620453,7.83002001163534,8.42937380142997,8.29281670467223,8.444770985024,7.54637998415532,7.57225460044486,8.3338868411426,7.95156120764748,8.40483692973065
"Pf.5.257.0_CDS_at",3.8341748474336,3.66605429336313,3.18930590511604,3.43299638137785,3.21739046984248,3.41529654352426,4.1201503467191,3.67489242324976,3.8244117370189,3.77246314340333,3.91795077195407,3.76776933353796,5.26451639808025,4.23885695306653,4.56859836154951,4.58331859018506,4.53645885506681,4.89972715448561
"Pf.5.251.0_CDS_x_at",5.75597808373903,5.71249715652977,5.29804088526172,5.7229160847621,5.31008030227375,5.5916333650375,5.22756417918643,5.40205308638253,5.4190278161701,4.24646072795237,5.4038127958319,5.35706518898114,6.48437047703003,6.24805458148519,6.35487253792795,6.40330310693191,6.3670545534818,6.34892121945133
"Pf.2.36.0_CDS_at",7.53728071289851,7.4935665548326,7.37978125514726,7.65473134830944,7.08555648654445,7.24479663546381,7.38713528428445,7.28438813236438,6.65005784604419,6.95464568944221,7.27816461066235,7.09609673350662,8.7231038330699,8.09057018787744,8.37785309901878,8.48268743745477,8.08272728524584,8.18847684330337
"Pf.6.32.0_CDS_at",7.30966515481363,6.98442185518912,7.07075925341865,7.20904348499404,7.06540422411046,7.25950658294256,6.84541756823857,6.2358064865272,6.33795624561302,6.13472708447884,6.45450345888925,6.73043935369794,6.34725730261766,4.96548770073514,5.97009270310553,6.37530820255462,6.36722964110063,6.89835013034321
"Pf.11.235.0_CDS_at",8.73404467096462,8.73742118699572,8.62523283703661,8.68929986441756,8.53953828440119,8.72500122869743,9.17301485586191,8.94466580541328,9.0592971226772,8.67349983163818,9.08242456201786,8.92890856253658,10.2298350209578,10.1767309326991,10.0139757064889,9.95098032040429,9.58099047959101,9.66047662698214
"Pf.5.306.0_CDS_at",10.5868000294815,10.6881138734484,10.6698251262029,10.7789927448524,10.5760176861274,10.561571198992,9.35947798727373,9.39911630038795,9.28117663048611,8.93390651356079,9.48915570594782,9.3557207385049,9.9521398602651,9.99808098172496,10.0597082025364,10.3097454039591,10.0710051713962,10.0693704794255
"Pf.12.326.0_CDS_x_at",9.33836323379397,9.18075691911806,9.11435249429446,9.32156068549224,9.13633821400639,9.09175676850415,8.11007735813742,8.29571454380339,8.48772571453352,7.13615914172054,8.57122271222937,8.06818307100966,8.7567954247374,9.1890084449953,9.07566389349407,9.12938098915537,9.22645639854533,8.81785370970211
"AFFX-Pf-Act-5_s_at",6.5146726527101,7.6560623974166,6.98700891896714,6.67830065640255,7.85114954598126,7.58975339591012,6.6795226639411,7.68652459108427,7.54192906226524,6.72457650589834,8.0632687389817,6.68109738194836,6.23829082276484,7.02138363882359,6.77628458648576,6.47500767013268,7.92606481633824,7.55038636691144
"Pf.5.286.0_CDS_a_at",6.14541763808005,5.83200427129626,5.63219360313291,6.18531564157412,5.13246517799764,5.58462331367933,5.94157971118244,5.62334504948887,5.91543771125814,5.3214305250209,5.6125703436434,5.73118908886875,7.18946136305067,6.74829862736825,6.6005828991474,6.82013242038147,6.68228557137339,6.56675174685211
"Pf.1.51.0_CDS_at",6.27141246609399,6.10577925481945,6.49042695077739,6.38483040268451,6.2302556522961,6.39471259182648,6.58213508019609,6.45874666355116,6.40025782907195,5.48624904069056,5.99851218182816,6.37993742648086,6.28366548242223,4.11400843595704,5.61353516880871,5.91505929811844,6.30590310362348,6.42095788017934
"Pf.14.764.0_CDS_at",3.32532489491289,3.29282501215241,3.16398327044062,3.10292622062146,3.08617430950471,3.35841810182385,3.61947748122211,3.48560562540606,3.50683442650691,3.18202476786266,3.6131958980547,3.74800525979816,4.93437467590586,4.34159469293285,4.19218304388445,4.93767443513686,4.04753837270882,3.88759379186212
"Pf.10.25.0_CDS_at",3.50638687150434,3.54767775761859,3.65940372662,3.5135482749431,3.50559087810177,3.69543679537114,4.16800783378018,4.55969651151475,4.33677938746561,4.50802081937901,4.23287333913622,4.77041822202155,4.97486956384454,4.4576299726223,5.00079547213375,4.32450150238669,5.08815138499279,5.02036178476209
"Pf.6.265.0_CDS_at",5.81697682177397,5.78457447813863,5.55760769629895,5.47913458009352,5.86692751017877,5.3210516690794,5.13625662931775,4.89740348519219,5.09073985096807,4.6999120973018,4.97228206853711,5.07903269620066,4.96052589059401,3.74584020074755,4.43270266081674,4.04003002157027,4.75128491233993,4.97392812706325
"Pf.2.10.0_CDS_a_at",9.40958388152707,9.52916923984771,9.42348212182176,9.4346299690626,9.17168062851377,9.33552587484888,9.97627644513971,9.76534707492118,9.82462051801207,9.39299762962921,9.75768183417287,9.77744248990991,10.7421614283478,10.6489766535581,10.8523334792152,10.7364312398668,10.40862858745,10.6263510318468
"Pf.3.121.0_CDS_at",8.0513731712559,8.16105770380027,7.83380191282997,7.35491218972778,7.55450578048654,7.65326956016727,8.15580287799525,7.50222083093995,8.15109775374614,7.14586794017112,7.85983608202603,7.8983324660891,8.99307269498838,8.74603150732142,8.94577700966849,8.70633425699868,8.68464844867882,8.80525358268723
"Pf.14.315.0_CDS_at",3.54721093523842,3.57277581314463,3.55843501948074,3.45051226665436,3.14278199130748,3.29497110480038,3.6579680071951,3.71372544962949,3.87290440949095,3.29309585749558,3.72780141346799,3.66106722730315,5.15173249196872,4.19877156463186,5.29164512210943,4.08066405668582,3.97981909812093,3.91120625611739
"Pf.10.57.0_CDS_at",4.34272436475014,4.26049170490897,4.2658396464799,4.40554454865418,4.37973595591986,4.24516234754833,4.34458256929639,4.30082060134098,4.28277594736614,4.09594362575733,4.21389616780639,4.37546536011234,5.91185472286118,5.75792043897587,5.33693131434612,5.29910445920817,4.93944737767345,5.07089472553094
"Pf.8.111.0_CDS_at",5.8706655659641,5.95721588755472,5.87004439575922,5.85561979538445,5.98688487105853,5.88729220738871,5.18259950813454,5.12859896129382,4.93539538586339,4.86483683692002,4.94186527502264,5.25483090250761,4.67716420286606,4.22251378695615,4.49015228482821,4.82681708454857,4.81360416506804,4.65827893170922
"Pf.11.222.0_CDS_at",10.2428573909526,10.3178867750061,10.3036491407397,10.2482712354335,10.5500361557297,10.3294094368538,9.55939184336614,9.44337391773392,9.69972762065055,8.99626492289297,9.50949588486627,9.6318479744422,8.99181918598901,8.83416356957427,8.9347220339175,8.92659727624423,9.40390535844884,9.58243861301167
"Pf.5.287.0_CDS_at",4.06422925307071,4.0610964965656,3.73986027251067,3.62731841965906,4.06747333558936,4.08644638172571,4.44824050143034,4.19457767611474,4.48036252806364,3.85316740065467,4.18287521347003,4.45702841789963,3.99087189992406,3.47028485827629,4.67800970155743,3.93787802133091,4.87427583331299,6.01784966761024
"Pf.6.66.0_CDS_at",7.44337816031216,7.96654028683743,7.87606192185815,7.39303488604767,7.79762565865483,7.82369977966358,8.16774394604246,8.32862854553617,8.48928504508478,7.55616320587122,8.3569838063067,8.21902903768318,8.91554405212823,9.01800113751714,9.15880215769081,8.55803546172153,8.85859042615326,9.04205949086473
"Pf.2.207.0_CDS_x_at",5.44022715876893,5.39737585464613,5.41957936864514,5.26244470821392,5.51274949110442,5.65356670631939,5.283750587079,5.38084091166787,5.43916220290133,3.5357750205984,5.62768924917233,5.26783889716783,5.97120253543023,5.58428109942849,5.6222248200703,6.36126858407352,5.96986670973659,5.92159603039313
"Pf.4.105.0_CDS_at",9.51379065660656,9.08347373872274,9.47764315150385,9.52518016578806,9.3171597704511,9.37472200994961,8.96387178693998,8.78006339712148,9.01778759919399,8.51462715921105,8.38285505304871,9.08094603896518,8.13025620064812,7.72338486437747,7.97336954202475,8.12587916036027,8.49856382577536,8.60418875084852
"Pf.13_1.90.0_CDS_at",6.61604737003888,6.5493157275904,6.77922180926959,6.3656998433547,7.20165050465906,7.04416613749295,7.39162790335777,7.49637234879879,8.09811738852629,7.28418556537918,7.0218990307885,7.87688347046739,7.38710227423494,6.50145507944417,7.28100831567814,6.78694753502421,7.97275474738816,8.22872291032637
"Pf.11.111.0_CDS_s_at",10.67765011178,10.7342113499982,10.6799214599133,10.5589622225338,10.6302213154307,10.6729475168525,9.84492309912975,9.74071343169775,10.1238853678138,9.45193343623473,10.0182716379499,9.97101255917043,9.20473267464941,9.11123875514808,9.45018246441923,9.475283776715,9.5635617778745,9.54925803256163
"Pf.11.499.0_at",4.83449908154844,5.5964738573175,4.52478273932049,5.21276065286792,4.77823387179634,5.25099050500376,4.26780544232483,4.09343274176011,4.08511299333774,3.8004844103797,4.09466323539184,4.03331960359478,3.96434191778704,3.67701788483753,3.81610063971684,3.97884777816609,3.94685422780134,4.11580944068866
"Pf.14.313.0_CDS_at",5.86681575922656,5.87587674428872,5.17359855633494,5.4426117190756,5.86954818907619,5.80417192641474,4.96972207701067,4.9483125381411,5.11643587374877,4.62864423597813,4.93138267658357,4.90312450673474,4.60348830128195,4.23836919721244,4.07813212525635,4.53102994092537,4.72301422515578,4.56958552707487
"Pf.5.160.0_CDS_at",4.4944457618252,4.44101419432635,4.41079692319164,4.33276574941064,4.91129312618577,4.81444193893247,4.34536855962791,4.02483816182549,4.88599984712821,3.74765409478337,4.47799467858372,4.55506073378471,3.37595042529497,3.15728109784073,3.53133036966512,3.24861862798975,4.44263600087881,4.6272769568564
"Pf.3.222.0_CDS_at",7.04922676927962,7.58048938177567,7.37569233809791,6.66793304294109,7.55904207262456,7.67101792760857,7.04821050391789,6.92054022614807,7.3299802213609,5.25241484195744,7.08834818022877,7.28987966541429,6.95151218045715,6.37932061006598,7.26303179465373,7.38853147853818,7.27985660776013,7.4493848941443
"Pf.13_1.162.0_CDS_at",4.77321139823738,4.36790995208247,4.45902925821593,4.10197050694022,4.6946631918645,4.54229429804645,4.30935365301745,4.05213559981995,4.22638975714545,3.95847557819152,4.30033994878725,4.2740668629144,3.49772633745542,2.61149615075974,3.3867523278923,3.18812194381358,3.68764942096488,3.92841084739195
"M10236.1_s_at",10.6462531913507,10.3084841119349,10.6128690463798,11.0449456915032,10.6202515827107,10.6550821025355,11.1406425688352,11.1084420649675,11.0648869445952,10.9777040573696,10.9071255734019,11.2481190701188,12.0633425908395,9.51165385165295,11.3608056769773,10.9439736431321,11.5744897370256,11.6601412175165
"Pf.14.742.0_CDS_at",9.23935290996564,9.18811793033784,9.11489344400172,9.05727473577398,9.04079808192615,9.09767284613127,9.73187745028626,9.2221234593838,9.59867004176859,8.9811501380254,9.57640711087375,9.21495061705106,10.2288374026099,10.4602319838136,10.4114036413624,10.5303317260193,10.225246136169,10.0107860875925
"204419_x_at",3.45968442954246,3.19468297701098,3.44802540919351,3.38092129025335,3.63820706727171,3.4668234298837,4.83495330290638,4.74909996036427,4.57213712406509,4.21177007611377,4.46084286208151,5.09304530696486,4.04031972327795,4.44717405472505,4.20197476029375,4.10276871532071,3.82814226701374,4.05017118310667
"Pf.11.44.0_CDS_a_at",5.33883828708193,5.43020746585995,4.68095485425446,4.79792102014926,5.71931482134432,5.45386986134427,5.76897575079027,6.15252091366087,5.78549559032007,5.36234649941023,6.03100957202242,5.63801878389549,6.36670380571786,5.1313811684951,6.02240541769127,6.15887680004531,5.94776162372695,6.94963053340818
"Pf.5.294.0_CDS_at",5.48734431955132,5.16627734495699,4.88219348738114,4.62786639777976,4.95097826216244,4.98960978424755,4.2699812360853,4.1383210723639,4.39944482163707,3.18332592954541,3.95615869946142,4.25316944374347,4.59801684353455,3.85481031448124,4.42440481068179,4.13074160533194,5.07010484107966,4.72755905963123
