"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Ag.2R.3567.0_CDS_at",0.0129148514301352,2.807390360279,0.149831919879456,0.882495640023864,0.979122075221877,-7.15050660806083
"Ag.X.1646.0_at",0.0123696828570634,2.84905763486031,0.149741565896954,0.882565943486833,0.979136216597742,-7.15052076198626
"AFFX-r2-Ec-bioC-3_at",-0.0163096277369483,10.4365284831551,-0.149682482997673,0.882611915797095,0.979136216597742,-7.15053001269971
"Ag.2R.131.0_CDS_at",-0.010711694575172,2.83180598353303,-0.149628732439911,0.882653739392435,0.979136216597742,-7.15053842535531
"Ag.2R.2155.0_CDS_at",-0.0131156703746691,3.06792973956578,-0.149510839921923,0.882745473427824,0.979136216597742,-7.15055686649904
"AF368950.1_s_at",-0.0233928898673939,4.6712012380315,-0.149488285145307,0.882763023850617,0.979136216597742,-7.15056039294049
"Ag.3R.2593.0_CDS_s_at",0.0115974643576404,3.33960684029071,0.149483941091554,0.882766404072135,0.979136216597742,-7.15056107207274
"Ag.UNKN.1664.0_CDS_at",-0.0196316925090301,3.25097486774586,-0.149226514242717,0.882966718737699,0.979310693114066,-7.15060128201931
"Ag.3L.295.0_CDS_s_at",0.0140672786860483,3.16991202387758,0.149017496981498,0.883129369821497,0.979311592826473,-7.15063387955239
"Ag.2R.2572.0_CDS_a_at",0.0138999487472606,2.94503930222462,0.148964741843426,0.883170423160659,0.979311592826473,-7.15064209983787
"Ag.2R.811.0_CDS_at",-0.0133156135733052,2.88150193622537,-0.148964258130684,0.883170799580982,0.979311592826473,-7.15064217519637
"Ag.UNKN.1438.0_CDS_s_at",0.0136652371206232,2.6762805772594,0.148954180504722,0.883178641893223,0.979311592826473,-7.15064374515279
"Ag.X.452.0_CDS_a_at",0.0134911809224765,2.96235725845676,0.148923820363307,0.883202267940061,0.979311592826473,-7.15064847420751
"Ag.UNKN.2294.0_at",0.0108741256380325,2.67774527096611,0.148868056740009,0.883245663089179,0.979311592826473,-7.1506571577363
"Ag.2R.2064.0_CDS_at",0.0119409064680844,3.04228239596962,0.148751267709275,0.883336549326052,0.979311592826473,-7.15067533364759
"Ag.UNKN.1788.0_CDS_at",0.0127979353130472,2.93915077107338,0.148690632646186,0.883383736713331,0.979311592826473,-7.15068476468805
"Ag.2R.2634.0_CDS_at",-0.0132884189677693,2.84495351670834,-0.14868203468808,0.883390427848056,0.979311592826473,-7.15068610168446
"Pf.3.185.0_CDS_at",0.0111724869070402,2.67356133106101,0.14867233755017,0.883397974401348,0.979311592826473,-7.15068760951256
"Ag.3R.2360.0_CDS_at",0.0158492884614105,3.04667163833473,0.148486886305267,0.883542299362604,0.979311592826473,-7.15071642683146
"Ag.UNKN.2099.0_CDS_at",-0.0214957217904579,4.46150304397873,-0.148411910186984,0.883600649715229,0.979311592826473,-7.15072806720434
"Ag.UNKN.646.0_CDS_at",-0.0151975024079545,3.13387026374066,-0.148384070612442,0.88362231610806,0.979311592826473,-7.15073238792777
"Pf.1.52.0_CDS_at",-0.0182048907122976,9.81334976243498,-0.148377845090974,0.883627161187577,0.979311592826473,-7.15073335402286
"Ag.2R.1988.1_CDS_a_at",-0.0119057411120223,3.23967576379119,-0.148309414143083,0.883680418624296,0.979311592826473,-7.1507439706774
"Ag.2L.3685.0_s_at",-0.0116139052803692,2.48653233640164,-0.14829214439135,0.883693859163824,0.979311592826473,-7.15074664920455
"Ag.2R.143.1_at",-0.0145646839575775,3.07645299704138,-0.148230743750733,0.883741645768629,0.979311592826473,-7.15075616988357
"202131_s_at",0.0114638732092565,2.6104650957011,0.148174284149158,0.883785587288387,0.979311592826473,-7.15076492094196
"Pf.14.421.0_CDS_a_at",-0.0194321511503048,7.48879286219855,-0.148135196456379,0.883816008782136,0.979311592826473,-7.15077097746145
"Ag.3R.538.0_CDS_a_at",0.0120438586439513,3.48085981172989,0.148080715342913,0.883858411104167,0.979311592826473,-7.15077941648534
"Ag.UNKN.1585.0_CDS_at",0.0107995052609702,2.9709403332166,0.148064854556074,0.88387075552655,0.979311592826473,-7.1507818727099
"AF378132.1_s_at",-0.0429528629363736,6.93455611328892,-0.147931683415707,0.883974403592658,0.979355814681739,-7.1508024854327
"Ag.3R.1435.0_CDS_a_at",0.0184106299739242,3.60765461585311,0.147862546010443,0.88402821458475,0.979355814681739,-7.15081317947954
"Pf.2.8.0_CDS_s_at",-0.00905157290415315,2.57503723169419,-0.147847782095303,0.884039705703095,0.979355814681739,-7.15081546248858
"Ag.UNKN.1009.0_CDS_at",-0.0163161728120347,3.73770630944962,-0.147706984997328,0.884149292873493,0.979429563561184,-7.15083722313557
"Ag.3R.2352.0_CDS_at",0.0138288136016147,3.26262860689722,0.14752834667421,0.884288336607211,0.979535599126949,-7.15086480249604
"Pf.7.1.0_UTR_a_at",-0.0184013215914947,2.92141637057319,-0.14746021320372,0.884341369536725,0.979535599126949,-7.1508753126181
"Ag.2L.1529.0_CDS_at",-0.0176541935932233,3.9970575526941,-0.147372298648684,0.884409800262477,0.979535599126949,-7.15088886697026
"Ag.X.219.0_CDS_at",-0.0106444850144605,2.78348552812967,-0.147352440216951,0.884425257751292,0.979535599126949,-7.15089192755578
"Ag.3L.305.2_a_at",-0.0151150418751085,3.36552430142772,-0.14719532657145,0.884547554202226,0.979535599126949,-7.1509161274365
"Ag.2L.653.0_CDS_a_at",0.0119794196326586,2.76728240199945,0.147092158343829,0.884627861436901,0.979535599126949,-7.15093200420965
"Ag.2R.1525.0_CDS_at",0.0104910889004057,3.41066468397036,0.14705769195102,0.884654690725735,0.979535599126949,-7.15093730583961
"Ag.3L.1545.0_CDS_at",0.0127093744444362,2.93546477291151,0.146992372972336,0.884705536640529,0.979535599126949,-7.15094734982225
"Ag.2R.3347.0_CDS_at",-0.0105702467392732,3.05601123719531,-0.146859398198045,0.884809049093302,0.979535599126949,-7.15096778335887
"Pf.9.30.0_CDS_at",0.0124173933063902,2.49358706764671,0.146784933409734,0.884867016151085,0.979535599126949,-7.15097921791353
"Ag.UNKN.1219.0_CDS_at",0.0208292802797032,3.45214165976245,0.146725499559716,0.884913282864753,0.979535599126949,-7.15098834021748
"Ag.2L.2605.0_CDS_at",-0.0172883156090184,3.45757362037085,-0.146656999233392,0.88496660796951,0.979535599126949,-7.15099884953252
"Ag.2R.1653.0_CDS_at",0.0127913351375273,2.75878208168167,0.146638416299057,0.884981074230204,0.979535599126949,-7.15100169968064
"Ag.2L.730.1_CDS_a_at",0.0125910435375709,3.06324875291607,0.146630419564456,0.884987299462589,0.979535599126949,-7.15100292606486
"AF465501.1_x_at",0.012096225126125,2.4612772751725,0.146549944232809,0.88504994766638,0.979535599126949,-7.1510152640974
"Ag.3R.2393.0_CDS_at",0.011060239276421,2.85595054369914,0.146519174283935,0.885073901572776,0.979535599126949,-7.1510199797898
"Ag.2L.1250.0_CDS_at",0.0135002260018433,2.81019443966409,0.146478219956793,0.885105784028802,0.979535599126949,-7.15102625477106
"Ag.UNKN.684.0_CDS_at",-0.0159416013692577,3.11716765576273,-0.146444999877284,0.885131645612951,0.979535599126949,-7.15103134343299
"Ag.3R.2220.0_CDS_at",0.0128226249972776,2.78392467713931,0.146358007844454,0.885199368888822,0.979535599126949,-7.15104466344312
"Pf.4.181.0_CDS_x_at",0.0116115080343377,2.47310531819805,0.146196067556598,0.885325441778345,0.979535599126949,-7.15106943831676
"Ag.3R.154.0_CDS_s_at",-0.0174798292374581,3.90126329798935,-0.146153571987263,0.885358525722708,0.979535599126949,-7.15107593508387
