"","106_1_Control","106_1_CQ","106_1_76I_Control","106_1_76I_CQ","106_1_76I_352K_Control","106_1_76I_352K_CQ"
"Pf.10.319.0_CDS_at",3.91614064110482,3.74000046159858,2.62768643931464,2.63062680088109,2.6722037382863,2.8203257162452
"Pf.5.218.0_CDS_at",5.96992386532768,5.60010778247434,4.80174345814801,4.68469211564756,4.48239000622114,5.44580669223873
"Pf.4.233.0_CDS_at",5.42900639638551,5.33708398675051,5.98123569822208,5.47917845994081,5.36151784572352,6.30975949060824
"Pf.13_1.307.1_a_at",8.07164084085932,8.01147580646922,8.78503155098231,8.50035902116093,9.53207559802871,9.37875644212727
"Pf.9.138.0_CDS_at",6.79488779668833,6.85949738671767,5.89252459730507,6.07925125265769,5.3377852389938,5.83004813270234
"Pf.6.181.0_CDS_at",8.24066967097462,8.29524099931777,7.50282172627763,6.9528008695069,8.32253055998034,8.17114247800467
"Pf.11.257.0_CDS_s_at",4.70478001077937,4.7257034973879,4.6833421049014,4.38224683370077,4.50571250848809,5.01225075558443
"Pf.13_1.518.0_CDS_at",5.07568195490496,4.76985260636791,4.28202287610355,4.07704300712994,3.40953204266083,3.83804297347583
"Pf.3.38.0_CDS_at",5.83234002910132,5.6230753335162,6.62291225017951,6.44263017291478,6.9527839804802,6.98956455175303
"Pf.5.161.0_CDS_x_at",7.63061724618928,7.58315666331763,6.94202299783828,6.69790401433024,7.89651982252713,8.29593190852115
"Pf.13_1.636.0_CDS_at",7.74072899035006,7.70673657188367,8.39580001193167,8.31171766148534,9.16398735583389,8.94558980225173
"Pf.13_1.242.0_CDS_at",8.13964736206441,7.81721450938925,7.85421408171956,7.43511052651824,6.87858749252192,7.70984238617279
"Pf.13_1.7.0_CDS_at",5.54355647480859,5.76921727443848,5.20633970510316,5.3412262625821,4.4570342085918,5.18768944142075
"Pf.5.217.0_CDS_at",5.17523668092918,4.96245086795645,3.98605184775558,3.86697262116093,4.49241950363236,4.96611951395451
"Pf.14.428.0_CDS_at",8.03977914478187,8.01169713985128,7.71205276353167,7.61226754648783,6.48482084253626,7.31803007105148
"Pf.14.647.0_CDS_at",9.55777437135695,9.54574091110681,9.0601857721802,8.59148865501449,8.65815044512935,8.99662136876769
"Pf.6.154.0_CDS_at",6.25485883847699,6.34170727536439,6.24077179001691,6.20813022483488,5.02495782355846,5.71110893274801
"Pf.11.426.0_CDS_at",6.92530924556811,6.92158208246234,6.3100262621688,5.79456112113146,7.29691262353785,7.25605124595337
"Pf.10.235.0_CDS_at",8.77003171692419,8.64676360876401,9.47277252968765,9.3125826565447,10.1090384058624,10.0365414616037
"Pf.8.127.0_CDS_at",4.22935393266655,4.10900783980829,4.23730520637648,3.823010946096,5.11776864815172,4.92401529544132
"AF115767.1_at",3.98463752868074,4.07563482846062,3.58438370807852,3.5721434902968,3.14544028678759,3.89607535734185
"AFFX-r2-Bs-thr-3_s_at",8.86667073820916,8.77225894573271,8.19515548425809,7.7884275699378,8.81593938641805,8.84006600801056
"Pf.2.16.0_CDS_at",9.03711463527816,8.80337800286286,9.62452759013522,9.50868323814772,10.3756861319224,10.1432761371566
"Pf.14.788.0_at",3.62103423315859,3.97998039158275,4.32688107869013,4.14947338518365,4.67084526716381,5.21119788122731
"Pf.12.588.0_at",6.43041589480783,6.44379106348424,5.6923811024221,5.25367183214913,5.95804948035677,6.1012400606989
"Pf.12.465.0_CDS_at",6.92117119186598,6.92480140797197,6.94096540863877,6.70669646944024,8.10303602579928,7.82403150727883
"Pf.3.94.0_CDS_at",7.52229271681355,7.29733025620022,7.94430119830484,7.5084763064017,8.60644241527277,8.62916820162065
"Pf.13_1.319.0_CDS_a_at",9.14100618386507,9.28675095604848,8.41865520931219,8.18407017257918,7.85446852320806,8.23009499284024
"Pf.5.257.0_CDS_at",3.56317834863759,3.3552277982482,3.87315150232925,3.81939441629845,4.69065723756543,4.67316819991249
"Pf.5.251.0_CDS_x_at",5.58883870851017,5.54154325069112,5.34954836057969,5.00244623758847,6.36243253214772,6.37309295995501
"Pf.2.36.0_CDS_at",7.47020950762612,7.3283614901059,7.10719375423101,7.10963567787039,8.39717570665537,8.25129718866799
"Pf.6.32.0_CDS_at",7.12161542114047,7.17798476401569,6.47306010012626,6.43988996568868,5.76094590215278,6.54696265799949
"Pf.11.235.0_CDS_at",8.69889956499898,8.65127979250539,9.0589925946508,8.89494431873087,10.1401805533819,9.73081580899248
"Pf.5.306.0_CDS_at",10.6482463430443,10.6388605433239,9.34659030604926,9.25959431933784,10.0033096815088,10.1500403515936
"Pf.12.326.0_CDS_x_at",9.21115754906883,9.18321855600093,8.29783920549144,7.92518830831986,9.00715592107559,9.0578970324676
"AFFX-Pf-Act-5_s_at",7.05258132303128,7.37306786609798,7.3026587724302,7.1563142089428,6.67865301602473,7.31715295112745
"Pf.5.286.0_CDS_a_at",5.86987183750307,5.6341347110837,5.82678749064315,5.55506331917768,6.84611429652211,6.68972324620232
"Pf.1.51.0_CDS_at",6.28920622389694,6.3365995489357,6.4803798576064,5.95489954966653,5.33706969572933,6.21397342730709
"Pf.14.764.0_CDS_at",3.26071105916864,3.18250621065001,3.53730584437836,3.51440864190517,4.48938413757439,4.29093553323593
"Pf.10.25.0_CDS_at",3.57115611858098,3.57152531613867,4.35482791092018,4.50377079351226,4.8110983362002,4.81100489071386
"Pf.6.265.0_CDS_at",5.71971966540385,5.55570458645056,5.04146665515934,4.91707562067986,4.37968958405277,4.58841435365782
"Pf.2.10.0_CDS_a_at",9.45407841439885,9.31394549080842,9.85541467935765,9.642707317904,10.747823853707,10.5904702863879
"Pf.3.121.0_CDS_at",8.01541092929538,7.52089584346053,7.93637382089378,7.63467882942875,8.89496040399276,8.73207876278824
"Pf.14.315.0_CDS_at",3.55947392262126,3.29608845425407,3.74819928877185,3.56065483275557,4.88071639290334,3.99056313697471
"Pf.10.57.0_CDS_at",4.289685238713,4.34348095070746,4.3093930393345,4.22843505122535,5.66890215872772,5.10314885413752
"Pf.8.111.0_CDS_at",5.89930861642601,5.90993229127723,5.08219795176392,5.02051100481676,4.46327675821681,4.76623339377528
"Pf.11.222.0_CDS_at",10.2881311022328,10.375905609339,9.56749779391687,9.37920292740048,8.92023492982693,9.30431374923491
"Pf.5.287.0_CDS_at",3.95506200738233,3.92707937899138,4.37439356853624,4.16435701067478,4.04638881991926,4.94333450741805
"Pf.6.66.0_CDS_at",7.76199345633591,7.67145344145536,8.32855251222114,8.04405868328703,9.03078244911206,8.81956179291317
"Pf.2.207.0_CDS_x_at",5.41906079402007,5.47625363521258,5.3679179005494,4.81043438897952,5.72590281830967,6.08424377473441
"Pf.4.105.0_CDS_at",9.35830251561105,9.40568731539626,8.92057426108515,8.65947608374165,7.94233686901678,8.40954391232805
"Pf.13_1.90.0_CDS_at",6.64819496896629,6.8705054951689,7.66203921356095,7.39432268887836,7.05652188978575,7.66280839757958
"Pf.11.111.0_CDS_s_at",10.6972609738972,10.6207103516057,9.90317396621377,9.81373921111835,9.25538463140557,9.52936786238371
"Pf.11.499.0_at",4.98525189272881,5.08066167655601,4.14878372580756,3.97615574978877,3.81915348078047,4.01383714888536
"Pf.14.313.0_CDS_at",5.63876368661674,5.70544394485551,5.01149016296685,4.82105047309881,4.30666320791691,4.60787656438534
"Pf.5.160.0_CDS_at",4.4487522931144,4.68616693817629,4.41873552286054,4.26023650238393,3.35485396426694,4.10617719524165
"Pf.3.222.0_CDS_at",7.33513616305107,7.29933101439141,7.09957698380895,6.5435475625335,6.86462152839229,7.37259099348087
"Pf.13_1.162.0_CDS_at",4.53338353617859,4.44630933228372,4.19595966999428,4.17762746329772,3.16532493870249,3.60139407072347
"M10236.1_s_at",10.5225354498885,10.7734264589165,11.1046571927993,11.0443162336301,10.9786007064899,11.3928681992247
"Pf.14.742.0_CDS_at",9.1807880947684,9.06524855461047,9.51755698381288,9.2575026219834,10.3668243425953,10.2554546499269
"204419_x_at",3.36746427191565,3.49531726246959,4.71873012911191,4.58855274838671,4.22982284609892,3.99369405514704
"Pf.11.44.0_CDS_a_at",5.15000020239878,5.32370190094595,5.9023307515904,5.67712495177605,5.84016346396808,6.35208965239348
"Pf.5.294.0_CDS_at",5.17860505062982,4.85615148139658,4.26924904336209,3.79755135758343,4.29241065623253,4.64280183534761
"Pf.10.273.0_CDS_at",9.69084838377446,9.71064555512213,9.08032323826794,9.13159238768995,8.28551526213162,8.89924540315386
"Pf.14.37.1_CDS_a_at",8.5989519270667,8.22577579425606,8.7516393180304,8.2985823608893,9.45398153975832,9.32150023041789
"Pf.14.554.0_CDS_at",8.21382716330999,8.16595047858788,7.75755250084323,7.89500661915974,6.89085289859457,7.29454046337767
"Pf.10.257.0_CDS_at",5.66781934706317,5.55891627080089,4.94010385876382,4.52398002033462,4.49110874290238,5.00047277681884
"Pf.14.320.0_CDS_at",8.93464856761686,8.70726388176852,8.96991548633769,8.65611301757736,9.99505929883739,9.72118779785285
"Pf.14.59.0_CDS_at",7.00400440496836,7.26887035926444,7.023599477663,6.96117195856316,8.01079637565753,7.59324592174933
"Pf.12.122.0_CDS_at",7.32663097032904,6.900777990632,7.6694186036746,7.11015882604043,6.6397139263432,7.31351708562587
"Pf.2.24.1_at",5.70477190560165,5.5276390811667,6.04004393868317,6.01012830376135,5.53794060326948,6.4760615871911
"Pf.12.186.0_CDS_x_at",7.47223560827676,7.32058639733524,7.92441720100355,7.87318694420901,7.01125264708747,7.76081861426587
"Pf.9.240.0_CDS_at",9.21436530502604,9.23518077404136,8.46311513335843,8.41229625954102,7.8303583666294,8.19581484919082
"Pf.3.221.0_CDS_at",6.04114454216386,5.94917756492081,5.31831438098248,5.35331377705773,4.61866036862001,5.13559794594876
"Pf.14.390.0_CDS_at",8.63200668626255,8.50341732175826,7.74835980623773,7.24143139635473,7.49039823018447,7.81509620221394
"Pf.8.279.0_CDS_at",5.45987751203974,5.16683669257816,4.97266860394748,5.04368209031154,4.01152504467074,4.7691718502767
"Pf.2.111.0_CDS_at",9.59645441874681,9.66283485499642,8.76695344976494,8.55365468877908,9.81960366915778,9.70585614758546
"Pf.5.240.0_CDS_at",5.58337850927412,5.40571437108869,5.15296993410895,4.82711992991427,5.43563711806284,5.98219626409489
"Pf.13_1.259.0_CDS_at",5.68148769013553,5.61779864687573,5.18121528522649,5.08144224276429,6.3992531927426,6.34074027112202
"Pf.12.491.0_CDS_at",6.81109492035662,6.91896895735785,6.07065637453931,6.07489524066396,5.49874629201186,5.83547765070337
"Pf.12.132.0_CDS_at",4.34235516968119,4.53276279940895,5.06516285053059,4.86380447235995,5.35300203844128,5.41162518496183
"Pf.13_1.466.0_CDS_at",4.66029364408657,4.43257805415805,4.25340427623688,3.85060197267005,3.24413279691207,3.75906228434022
"Pf.14.384.0_CDS_at",8.79843427927874,8.78224294623499,8.83088739133071,8.78913615971487,7.82185288939957,7.97474178222953
"AF115767.1_s_at",9.98292120118349,9.90115244647683,9.5484020588897,9.28360808154144,9.23712248568835,9.50493323277504
"Pf.14.33.0_CDS_a_at",5.50235092133994,5.35398452469111,5.83826473168366,5.69110347743244,6.69888558439681,6.58626546278987
"Pf.6.116.0_CDS_at",3.43856298832552,3.39396573780304,3.52579380233198,3.43902831157829,3.09238210014524,3.64936569284799
"Pf.UN_3.6.0_CDS_at",8.86653894285742,8.92237274114242,8.06942472063613,7.77616608917742,9.06276675050462,8.98998427446812
"X03144.1_at",10.8304794083482,11.0036864383587,9.71662914347805,9.66664734565155,10.1244207661257,10.0243554163029
"Pf.14.610.0_CDS_at",9.24343186010546,9.45308496269265,9.27959092437015,9.30322966932464,8.12790767367213,8.86389967300271
"AJ290940.1_RC_at",6.51057008093866,6.65929259751344,7.19182382209736,7.08686944452204,7.70145762955877,7.73242855884093
"Pf.14.508.0_CDS_at",7.38892619600708,7.38161488953163,7.1687611169403,6.98653733742505,6.32931677775307,7.02353775530451
"Pf.14.608.0_CDS_at",10.0619948851096,10.0091499092265,10.4956973766073,10.3428693193044,11.3103716545533,11.1581876427666
"Pf.7.197.0_CDS_at",7.9061266275217,8.05614863042737,7.32105581600072,6.88299551070999,7.14011010237559,7.37361791952826
"Pf.8.257.0_CDS_at",3.3489797566164,3.12486863541515,3.68425912728993,3.70209206563095,4.34507091763399,4.46518515225779
"Pf.6.298.0_CDS_at",6.60721248944826,6.42785946822703,6.16184649154878,5.45214778114817,6.47643766252416,6.69862834689641
"Pf.13_1.180.0_CDS_at",6.66904645552397,6.70460788194722,6.68880402288613,6.70153185080481,5.45517479727636,6.3391617253011
"Pf.13_1.633.0_CDS_at",5.9634975388371,5.71187026225782,5.20492868022635,5.2135394519759,6.28075799785755,6.27082060515439
"Pf.4.129.0_CDS_at",5.24746271339888,5.05111354489875,5.28447280411987,4.57075447176217,5.5989803357374,5.77956759238919
"Pfa3D7_hrpIII_x_at",5.07388430858276,4.6986630969921,4.18471009289625,3.60391780057703,4.65228019317487,4.71997366773321
"X17484.1_s_at",3.47440232956647,3.28467270311233,3.73982949096792,3.47065244497136,3.20282923864489,4.1244475131252
"Pf.11.273.0_CDS_at",9.07850437176028,8.94403961581983,9.30435018602234,9.24300413928949,10.2984411486025,10.0602692382408
"Pf.14.392.0_CDS_at",2.78019731215876,2.80369279028827,3.03921885613992,2.99421744842195,3.80170455306458,3.62064575578404
"Pf.11.274.0_CDS_at",7.94463745346113,7.93309842870026,7.20167235180461,7.17145124647652,6.60150547413956,7.07152068568388
"Pf.5.241.0_CDS_x_at",5.25886187463651,5.11847740804275,4.53218114087954,4.36491822028264,5.40379935690134,5.67352595404313
"Pf.4.248.0_CDS_s_at",8.30301488561142,8.03096848526058,8.48804797777584,8.45299901386518,9.43099891460244,9.22807566534426
"Pf.4.128.0_CDS_at",6.00131329811822,6.06713165812894,5.31362636361718,4.95066470729219,6.14954724188125,6.09951438631184
"Pf.5.37.0_CDS_at",8.70661080021988,8.5800961913341,8.53052682691044,8.55596736264568,7.56524165750936,8.41067882939208
"Pf.6.281.0_CDS_at",6.199771040252,5.80749983602662,5.88973811791951,5.61820192769441,6.35493082166253,6.72716909587601
"Pf.13_1.84.0_CDS_a_at",3.4522374546878,3.59669023510129,3.67077194095495,3.57795010827189,4.69798868473597,4.20897430816277
"AFFX-r2-Bs-phe-5_at",5.16620593216426,5.08546152873951,4.26935609423856,4.33136094887979,5.45004144902714,4.99572815333405
"Pf.9.13.0_CDS_at",3.74540363520196,3.72564542440416,4.75241435024196,4.68112573244595,4.68034350856146,4.88866312456293
"Pf.13_1.479.0_CDS_at",8.93510680296401,8.89471314290528,9.53677519355623,9.19158272689501,10.1361992897673,10.0060069978408
"Pf.2.111.0_CDS_x_at",9.54897814803617,9.5843161074871,8.68311789295369,8.5423313755367,9.75421958713306,9.63744968659311
"Pf.14.187.0_CDS_at",4.47966952290069,4.4488529334303,5.1515138783307,5.06789295701587,4.0854524193761,4.52355317756554
"Pf.10.433.1_a_at",4.45839604800138,4.3879670440771,4.79226616860802,4.60093778791012,5.68511009337038,5.44742783687015
"Pf.3.171.0_CDS_at",7.50259945964248,7.61487925277796,7.64096087085762,7.78981146506836,6.94785281429365,7.70224285431796
"AFFX-r2-Bs-thr-5_s_at",7.96110603571854,7.87760813162013,7.09266570439222,6.92450007953432,7.74906086229746,7.80262798159296
"Pf.12.273.0_CDS_at",4.34574294148185,4.29088806452527,4.23282580197019,3.95639750732239,3.64336196044088,4.25708723183658
"Pf.3.196.0_CDS_at",5.09405835881946,4.95713995283492,4.78051910202298,4.37765317708871,4.04376700656423,4.54531394965825
"Pf.13_1.618.0_CDS_at",6.05971182227384,5.80522423968794,6.14415709952156,5.96362935901464,6.65851944145567,7.1189174426848
"Pf.13_1.172.0_CDS_at",4.41188100723897,4.45238206472535,5.45918430549338,5.25018651967445,4.64721898867111,5.27067404194954
"Pf.13_1.449.0_CDS_at",5.75502423296595,5.72362826461592,5.09443907035889,5.08304828028451,6.36173708407853,6.08895693977253
"Pf.14.475.0_CDS_at",6.82381421722402,6.82976839878069,6.30991199892483,6.03808985817909,5.70441486728066,6.47053552784563
"Pf.14.318.0_CDS_at",4.38082502577131,4.60819899490359,4.84602277418472,5.05516047637468,5.04263289480897,5.0535438247687
"Pf.5.101.0_CDS_at",8.77484677698125,8.57605554650671,8.21405658104873,8.19094163360817,7.51118442048209,8.48931287848567
"Pf.13_1.501.0_CDS_at",5.70004439646574,5.42798704509973,4.85680647353964,4.67040283354012,4.31814110255166,4.58677198003223
"Pf.13_1.249.0_CDS_at",5.7403359167729,5.68505533657077,5.59340280765336,5.54692738456108,4.47135771649276,5.06846992206192
"Pf.12.385.0_CDS_at",4.50620028848947,4.43112825342525,4.65364634482988,4.51359157548012,5.35177648947051,5.58631881810436
"Pf.11.93.0_CDS_a_at",8.66938646855639,8.84140040046122,9.20667598731046,9.0471307895043,9.9493564562044,9.8666671089338
"Pf.14.715.0_CDS_at",7.66492135731533,7.69921601099252,8.39702715195895,8.22028695318677,8.91744932567165,8.79011580479375
"Pf.12.25.0_CDS_at",9.41692701686333,9.26471104821451,9.51337460590958,9.36233480179814,8.36527557295274,9.06212839599367
"Pf.6.127.0_CDS_at",5.04185997896257,4.59978208346863,5.27550557335466,4.49051196998511,5.15686599773571,5.57713642392078
"Pf.13_1.236.0_CDS_at",10.6433361411906,10.6962071608009,9.78564165928939,9.67897217728576,9.42030958083723,9.65304425689457
"Pf.6.150.0_CDS_at",8.02188623855602,7.94701098147712,7.71529511993242,7.56152312871105,8.58164214257343,8.73917651687591
"Pf.14.96.0_CDS_at",6.67686205847073,6.59311502035124,7.01262046762228,6.90845819395657,5.99190273595535,6.78059329496651
"Pf.13_1.141.0_CDS_at",9.73413561163515,9.68596870745474,10.4577245975113,10.3905565249412,10.9321427516779,10.8983277526705
"Pf.4.167.0_CDS_at",4.90414719802986,5.11732070423012,4.24059532861974,4.03469843109358,3.87763378514595,4.28618327468383
"Pf.11.428.0_CDS_at",8.62035665019858,8.48273064216885,9.15086846283,8.79493246824175,9.73582017734224,9.60555143701805
"Pf.7.212.0_CDS_a_at",6.09839518652118,5.93484145841495,5.89584186859663,5.68791851823212,6.65114705983274,6.92599368071258
"AY208964.1_RC_at",8.35921570495115,8.25997941917472,8.48364111021275,8.50677621416986,7.75066350005271,8.09261451021992
"Pf.9.168.0_CDS_at",4.01986126353799,3.98436588705455,4.26962552528514,4.33614191642843,4.84542892194019,4.91161995023518
"Pf.9.56.0_CDS_at",4.32004769878563,4.14396182154968,4.68112694519528,4.50893624997268,3.85640868563069,4.44247724246044
"Pf.5.76.0_CDS_at",7.89994098532081,8.02923177638908,8.07003905471559,7.72151702891855,8.73950344953399,8.86441328320122
"Pf.3.162.0_CDS_at",8.34144942324799,8.29536291028277,7.99398846831702,7.67142758032302,7.29875388348556,7.85636007968693
"AFFX-ThrX-M_at",6.59329019602201,6.83892995508792,6.12770128203341,5.83020403957343,6.64904867493067,6.71643729289676
"Pf.10.1.0_CDS_at",7.48836269355228,7.51512578091173,8.02292203897869,8.02537824011119,8.76742521130188,8.61901991117364
"Pf.11.170.0_CDS_at",10.1569779553978,10.2837203724596,9.43657786746003,9.27352669763044,9.09614435669042,9.14930240356621
"Pf.6.232.0_CDS_at",6.37347954567288,6.02435304629784,6.15332453235415,5.59695773616342,5.51196651083707,6.21544466933131
"Pf.13_1.459.0_CDS_at",4.36071692184791,4.29244700756505,4.64858458658747,4.31712726718658,5.27584278003251,5.34972954738953
"AJ420670.1_RC_at",7.80544927916306,7.93686255183297,7.90048005268786,8.0705338199752,7.20962226857981,6.83740945448984
"Pf.6.98.0_CDS_at",6.65667180600038,6.75100180214265,7.50437846957877,7.56203318941431,7.56095749473266,7.81899661932171
"Pf.13_1.311.0_CDS_at",5.99006779770739,5.70265257145424,5.38565108154932,5.26696689773569,4.84514084040848,5.55662390489044
"Pf.10.69.0_CDS_at",4.76766081935859,4.6935063205963,5.25865403271656,5.12374941968321,5.09553919841999,5.54475834413157
"Pf.12.522.0_CDS_at",8.46903211637772,8.52549329515365,7.61016921868758,7.59253254132052,7.27646641778698,7.48396909189801
"Pf.10.107.0_CDS_at",8.20457806864663,7.94276530777562,8.38381660609674,7.9101871940026,8.69251676456638,8.97522029387957
"Pf.6.213.0_CDS_at",3.64946396448617,3.62168000751217,3.63329623893679,3.22590126948581,4.43099118680037,4.53813542614738
"Pf.9.114.0_CDS_at",7.66425490614635,7.69636266789575,8.01660809290682,7.81795540044035,8.81483415924747,8.7145503476592
"Pf.3.91.0_CDS_at",6.27420440010185,6.49099523736839,6.9481552549887,6.76967554682417,7.5176016223552,7.4748643888615
"AFFX-r2-Bs-phe-3_at",7.16320717850876,7.22227509046623,6.62200623704663,6.42769428279291,7.35740648332204,7.31418808815606
"Pf.4.14.0_CDS_at",2.60156468242588,2.56703883641964,3.42737353701261,3.40439774172629,3.55211651597796,3.76459362797892
"AF221794.1_RC_at",4.76652846674737,4.95110871803844,5.09242052077,5.74889566511053,4.37633462458536,4.45833974797795
"Pf.2.108.0_CDS_at",6.62478222257505,6.74858863575852,6.79409646384828,6.70147209655867,7.68974780638544,7.49122779452839
"Pf.9.104.0_CDS_a_at",9.13859368753456,9.20139285084918,8.3273019191406,8.18568209585057,7.97357621632494,8.23409598468906
"Pf.9.294.0_CDS_at",4.24202253963591,4.01263978092447,4.79474208565769,4.87028576951495,3.61577738973536,3.74195492988201
"Pf.10.207.0_CDS_at",9.60406908027873,9.56168462996418,9.08488107431786,9.1479309175887,8.28967371506015,8.82975010905821
"Pf.5.34.0_CDS_at",8.56719859589739,8.41699158193555,8.77203064169298,8.673454353924,9.54359509733966,9.5410389863922
"Pf.5.119.0_CDS_x_at",9.23026846151257,9.50751314411074,9.7075795521409,9.70343430037006,9.46635277023198,9.95040896688874
"Pf.5.66.0_CDS_at",7.4145296674586,7.36966464334805,7.85037353456764,7.72865692957065,7.940469295703,8.44854706894789
"Pf.9.267.0_CDS_at",2.96211368259781,3.02049008711924,3.51481735256788,3.63429524724606,4.11160480422958,3.8063808767637
"Pf.13_1.447.0_CDS_at",6.2231891484957,6.1383324137992,5.80885359730164,5.63432212750244,5.05164240214368,5.98218941101329
"Pf.5.65.0_CDS_at",8.21058161344544,8.1330088131881,8.66898671653697,8.30389482241524,9.3492700556789,9.09346033166117
"Pf.14.31.0_CDS_at",5.36938125566969,5.09796827649203,5.71944679554565,6.08729038880121,5.79759278244434,6.12751662878224
"AFFX-r2-Bs-dap-5_at",7.93662898818454,8.00264056597724,7.41227298090757,7.25568350815041,8.14640026546735,8.06668422609061
"Pf.2.143.0_CDS_at",7.43072970714204,7.62411983520452,6.84866150985457,6.56426571512495,6.44330803508772,6.63708783955046
"AY277507.1_RC_x_at",8.85542144440527,8.76818673984191,9.05485049335865,9.05141943898307,8.14083765937554,8.82917511185633
"Pf.6.101.0_CDS_x_at",8.99371123812757,8.78698212050547,9.12264293744221,8.98381999002597,10.0807436249907,9.83467529375319
"Pf.11.218.0_CDS_a_at",2.72912280408002,2.84996995851124,3.11096789431697,3.00608768282794,3.5195417161811,3.71171025833586
"Pf.13_1.246.0_CDS_at",7.70742188304968,7.71879660128581,8.53276268624401,8.14162460562067,7.44133632274123,8.14761677847925
"Pf.5.113.0_CDS_at",4.56584506066632,4.42251090078767,4.64653472434741,4.34791423573113,3.55318979869921,4.1719538246062
"Pf.14.603.0_CDS_at",8.84900845994894,8.75696771341442,8.18116747954232,8.02450200203739,7.60865082532318,7.75434274907602
"Pf.13_1.202.0_CDS_at",7.05321147428851,7.14702507828848,6.36316103699393,6.31669690979852,6.0890884586169,5.94769498633728
"Pf.11.230.0_CDS_at",7.9820905471974,7.78362673243601,8.84038934503959,8.61203165843721,8.8360611141093,8.967050067352
"M23646.1_RC_at",4.0232553597492,4.01245335939227,3.47089423293922,3.14276620836359,4.45913516958053,4.01043843850926
"Pf.11.71.0_CDS_s_at",3.27143456788729,3.71369858374059,3.01453565201966,2.89291884620046,3.56553778718824,4.08890067914102
"AF378132.1_s_at",6.91434486160067,6.71714961833461,7.2446812319093,7.09537122789831,6.4981027654193,7.13768697457133
"Pf.12.453.0_CDS_at",11.0590360452294,11.050291309245,10.2019771817488,9.99771715077812,9.99131624066143,10.0821810301676
"Pf.12.313.1_a_at",6.50284453443967,6.26858143126712,5.91994246910258,6.03938973606421,5.31944626478322,5.72887599302711
"Pf.10.406.0_at",9.51201740214047,9.541017255855,10.0002673290165,9.8064007906698,10.7183080228258,10.5218400324267
"Pf.6.320.0_at",9.15903547898127,9.1969219400752,9.44534832578478,9.52779170965066,10.3965293508956,10.0655743490861
"Pf.1.54.0_CDS_at",7.30257756759898,6.9333870642128,6.74614890477187,6.09487165139228,6.96648156468184,7.15160792613102
"Pf.8.96.0_CDS_at",7.63013011656029,7.82315927778997,8.17467119449109,8.1482989355706,8.83720592538646,8.66969124435771
"Pf.6.211.0_CDS_at",5.18905977258829,5.32940657023776,4.25027214719886,4.45353459786809,5.30993321786343,5.24673627057483
"Pf.10.1.0_CDS_x_at",8.52189258295303,8.46180704978215,8.9704571485616,8.96553042028372,9.63344855774829,9.5223318518617
"Pf.10.36.0_CDS_at",8.6062328635862,8.34429110885383,8.96945266643643,8.82704770823802,9.41458460255594,9.45496248192454
"Pf.14.449.0_CDS_at",5.52393693832218,5.94090257167848,5.45454054461696,5.15320112364387,6.3108895431328,6.06908825365619
"Pf.14.122.0_CDS_at",7.41661238591799,7.47217401845597,7.75592272424759,7.62775712679831,6.93676228321299,7.65199259781522
"Pf.12.226.0_CDS_x_at",2.95900735589085,3.21712782769906,3.41100817480579,3.43223444189699,4.13349252277288,4.04856162563965
"Pf.3.235.0_CDS_at",7.04546171579388,6.99037630611132,7.2631784613623,6.95357067252052,7.96509682092153,7.92240113367043
"Pf.12.211.0_CDS_at",9.25865586595278,9.2461979896096,8.90571667281876,8.86319719169362,7.98166128129909,8.48157711353956
"Pf.14.82.0_CDS_at",7.32452839883649,7.22552494769221,7.87120942400792,7.68294908405846,8.2885598272764,8.45733532169229
"Pf.9.307.0_CDS_at",5.00452265820023,4.86270838678705,5.33614962421189,5.06429804010901,5.87522150257236,5.96890662281072
"Pf.13_1.497.0_CDS_at",5.26643212993095,5.31277323049477,5.545471873818,5.21919134220917,6.16007535400681,6.34134256249695
"Pf.11.219.0_CDS_at",6.35068948451129,6.24234246548618,7.08467992197947,6.88527029803242,7.14375747519209,7.32551678543401
"Pf.1.85.0_CDS_at",8.50026923863089,8.7105493603022,8.56474060604021,8.66521581269067,7.59204995917497,8.10658019210828
"Pf.12.78.0_CDS_at",10.5409943331966,10.5349892914003,9.9871130102871,9.96282305342375,9.33289259780933,9.591156141949
"Pf.10.81.0_CDS_at",6.05541081077542,5.9175620740844,6.30690004882083,6.31444096886419,6.04756849501845,6.50373009986959
"Pf.14.312.0_CDS_at",7.93833491711125,7.84032710338944,8.23425928760813,8.22455292743901,7.44248793151678,8.17923598042471
"AF306396.1_RC_s_at",7.14251755088356,7.18269275200549,7.23016682608633,7.77368770819941,6.81569764182127,6.69792207167598
"Pf.12.433.0_CDS_at",10.2366539046703,10.3538232364457,9.78596166872826,9.87650814508212,9.04543539798017,9.6843025526432
"Pf.13_1.328.0_CDS_at",5.55256774851591,5.67559752928707,5.67844601751725,5.43731455345595,6.4061144902904,6.10776261144194
"Pf.7.156.0_CDS_at",10.4025145658422,10.3462669378729,9.46319485654462,9.26856932515932,10.1076108525765,10.1136589562125
"Pf.8.32.0_CDS_at",10.2115776003477,10.078714173952,11.0910978169805,10.940454861733,11.1374996879567,11.1728715627296
"Pf.13_1.67.0_CDS_at",8.57566981253839,8.60772241625909,9.30199993076065,9.08349609499663,9.64162044543084,9.67346053686649
"Pf.6.228.0_CDS_at",4.47080230667534,4.49511387924968,3.55205159397581,3.35897323489692,3.61344864106303,3.68899810037753
